p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Tceanc2	2.65857527827846e-15	-0.133796779010332	0.486	0.024	5.31715055655693e-12
Pcnx1	3.8453721298302e-15	-0.222966214449032	0.477	0.017	7.6907442596604e-12
Tec	3.85881559460953e-15	0.00579659577777707	0.315	0	7.71763118921906e-12
Uap1l1	4.06760996796685e-15	0.506137665260968	0.449	0.007	8.13521993593369e-12
Col28a1	4.19136101756514e-15	0.0403806552274381	0.463	0	8.38272203513028e-12
AABR07072449.1	4.25508147139196e-15	0.0228797071252204	0.449	0.007	8.51016294278393e-12
Rel	5.71140750155767e-15	-0.044040301824964	0.468	0.007	1.14228150031153e-11
Ttc30b	5.71140750155767e-15	0.00573952456356124	0.468	0.007	1.14228150031153e-11
Rassf7	5.72937646550067e-15	0.0430914719905297	0.468	0.003	1.14587529310013e-11
Abi3bp	7.60554513145731e-15	-0.196544860139708	0.486	0.028	1.52110902629146e-11
Tesk2	8.34571709063665e-15	-0.101375407451599	0.403	0.007	1.66914341812733e-11
Gltpd2	1.06842384080805e-14	-0.0737492978481624	0.477	0.021	2.13684768161611e-11
Slc25a12	1.20838864314773e-14	0.0054868485423661	0.463	0.003	2.41677728629547e-11
Ecscr	1.34717433447233e-14	0.0125291366952945	0.435	0.003	2.69434866894466e-11
Akap2	1.43759834272508e-14	-0.0841652625925773	0.495	0.041	2.87519668545016e-11
Xdh	1.54527641540444e-14	-0.256883863689779	0.495	0.041	3.09055283080888e-11
Tmem62	1.58403319089871e-14	0.131943275443227	0.468	0.01	3.16806638179741e-11
Tmem216	1.63361037599508e-14	-0.113852867884284	0.468	0.01	3.26722075199016e-11
Vps25	1.92216027506502e-14	-0.0180671526044774	0.44	0.003	3.84432055013004e-11
Hoxb4	2.08247143379356e-14	-0.468328391898697	0.593	0.138	4.16494286758712e-11
Cc2d2a	2.21421261244984e-14	-0.100390112283942	0.472	0.017	4.42842522489969e-11
Cplx2	2.42160544938618e-14	0.163930699382822	0.491	0.031	4.84321089877237e-11
Zfp354c	2.62699434600541e-14	-0.0192094113346611	0.444	0.01	5.25398869201082e-11
Idh2	3.43087357647057e-14	0.0783239648881752	0.463	0.003	6.86174715294114e-11
Fbxo42	7.1166031723593e-14	0.0199720674323588	0.458	0.003	1.42332063447186e-10
Jak1	7.34688309761754e-14	0.0909573586112864	0.606	0.148	1.46937661952351e-10
Snapc2	7.57301743797103e-14	-0.0445025230211547	0.477	0.028	1.51460348759421e-10
Afdn	8.33128797376888e-14	0.160487391663364	0.514	0.059	1.66625759475378e-10
Gab1	8.5782656632701e-14	0.000681586109198751	0.431	0	1.71565313265402e-10
Creg1	8.78194320849445e-14	-0.450631075265648	0.491	0.045	1.75638864169889e-10
Ptchd1	9.22637171009398e-14	-0.0262784616574798	0.463	0.014	1.8452743420188e-10
LOC102550036	9.33750449766629e-14	-0.110494693146382	0.463	0.01	1.86750089953326e-10
Hsbp1l1	1.01043313341417e-13	0.00929926604479336	0.481	0.031	2.02086626682834e-10
Tpm2	1.10237010297398e-13	0.042401170538416	0.449	0	2.20474020594797e-10
AC141102.1	1.13363218395054e-13	0.1784604372216	0.435	0.003	2.26726436790107e-10
Dlgap5	1.23451709922348e-13	0.00905943411802082	0.407	0.003	2.46903419844696e-10
AABR07060487.1	1.25383204204603e-13	0.140579935837992	0.486	0.028	2.50766408409205e-10
Actr5	1.25411923608558e-13	0.00701037519082898	0.394	0	2.50823847217117e-10
Cadps2	1.63561017641041e-13	0.000657655710791528	0.301	0	3.27122035282082e-10
Id3	1.88869198999737e-13	0.0533308242999546	0.458	0.007	3.77738397999475e-10
Atg2b	1.89429917913588e-13	-0.0262101549868723	0.458	0.01	3.78859835827176e-10
Zcchc11	2.1734912357979e-13	-0.133730182483825	0.477	0.028	4.3469824715958e-10
Bnip2	2.46134573031242e-13	-0.0743961168072402	0.463	0.014	4.92269146062484e-10
Srrm4	3.20844906274451e-13	-0.115346126727219	0.468	0.017	6.41689812548903e-10
Nov	3.65429164965849e-13	0.0123601464468361	0.486	0.038	7.30858329931697e-10
Comp	3.79710813873293e-13	-0.074439865495081	0.454	0.01	7.59421627746585e-10
Ccdc172	3.95636600015008e-13	0.0861631498908213	0.454	0.003	7.91273200030016e-10
Pdpn	4.12405060828788e-13	-0.082408977710127	0.472	0.028	8.24810121657576e-10
Nudt15	4.17180916562887e-13	-0.117170423651598	0.472	0.028	8.34361833125774e-10
Cxcl9	4.46726262447397e-13	-0.112355416355306	0.426	0.014	8.93452524894795e-10
Vwa1	4.58944497478848e-13	0.0612557731188278	0.37	0.007	9.17888994957696e-10
Enho	4.77766335164744e-13	0.0685691074759896	0.491	0.045	9.55532670329488e-10
Igtp	4.99047869079005e-13	0.0948490161435993	0.398	0.007	9.9809573815801e-10
Arhgdib	5.01556471578994e-13	0.214856903737408	0.458	0.007	1.00311294315799e-09
Ccdc173	5.07419145630153e-13	-0.181690508123047	0.458	0.01	1.01483829126031e-09
Smtn	5.07419145630153e-13	-0.0671225065763956	0.458	0.01	1.01483829126031e-09
Enc1	5.10375661795896e-13	0.0341359465677586	0.458	0.007	1.02075132359179e-09
Epha5	6.24799875403258e-13	-0.475490122203107	0.574	0.141	1.24959975080652e-09
Stom	6.38115728435813e-13	0.0509832403237697	0.463	0.014	1.27623145687163e-09
AABR07054716.1	6.41798932143541e-13	0.251100713687644	0.463	0.01	1.28359786428708e-09
Pou4f3	7.47952155136429e-13	0.162095673322331	0.468	0.017	1.49590431027286e-09
1-Sep	7.87373471008347e-13	0.115742723083338	0.468	0.017	1.57474694201669e-09
Gabrg1	8.02038950796588e-13	-0.214744021339342	0.481	0.041	1.60407790159318e-09
Stc1	8.27814638351993e-13	0.0275118357499338	0.449	0	1.65562927670399e-09
Oasl2	8.33568940161941e-13	-0.0848943422775795	0.468	0.024	1.66713788032388e-09
Zeb2	9.94075536701536e-13	-0.574261461510826	0.519	0.086	1.98815107340307e-09
AABR07047872.1	1.00698554600604e-12	-0.0394662408353849	0.38	0.007	2.01397109201208e-09
Zfp503	1.00721704840109e-12	-0.0951083532841079	0.407	0.007	2.01443409680219e-09
Nme5	1.02126577143561e-12	-0.0139210005944336	0.454	0.007	2.04253154287121e-09
Pygl	1.47660898283599e-12	-0.300118115645582	0.477	0.034	2.95321796567198e-09
Man2a1	1.89134397749166e-12	-0.387872148695304	0.546	0.11	3.78268795498333e-09
Lgi4	2.08930787129121e-12	0.0334798765739767	0.449	0.003	4.17861574258243e-09
Samd15	2.10122704468397e-12	0.0377034840033606	0.449	0.003	4.20245408936793e-09
Hectd4	2.113212907186e-12	-0.0466253774934016	0.449	0.003	4.22642581437199e-09
Timp4	2.113212907186e-12	-0.0282851799580544	0.449	0.003	4.22642581437199e-09
Rgs1	2.16152283836536e-12	-0.0089808952321219	0.389	0.003	4.32304567673072e-09
Ina	2.62480775855455e-12	-0.349336423530211	0.565	0.138	5.24961551710909e-09
Mylip	2.72451831469386e-12	0.232375175715414	0.495	0.041	5.44903662938772e-09
Cald1	2.90274516627699e-12	-0.0659710940442788	0.491	0.055	5.80549033255398e-09
Slc29a1	3.22877069378987e-12	-0.0823401116490541	0.458	0.017	6.45754138757975e-09
Prpf8	3.2650169335976e-12	-0.0219126509055884	0.458	0.014	6.53003386719520e-09
RF00030	3.63134304333218e-12	-0.071709426079074	0.343	0.007	7.26268608666436e-09
Ahdc1	4.34123800189179e-12	0.00171324618746528	0.444	0	8.68247600378359e-09
Oas1b	4.38472747843423e-12	-0.00760775959005429	0.319	0.003	8.76945495686846e-09
Ripk1	4.86863109227159e-12	-0.149073897899982	0.417	0.014	9.73726218454318e-09
Abhd4	5.91707922415132e-12	0.0685936450893593	0.472	0.031	1.18341584483026e-08
RF00001	6.16542990654614e-12	-0.0892278116987458	0.421	0.017	1.23308598130923e-08
Taf6l	6.31172650893416e-12	0.00366677345903866	0.435	0.003	1.26234530178683e-08
RGD1560010	7.75565348998466e-12	0.101776646353608	0.458	0.014	1.55113069799693e-08
AC141028.3	7.89359443764583e-12	-0.0049896656227224	0.407	0.003	1.57871888752917e-08
Crh	8.05839281351059e-12	-0.209500101739478	0.458	0.021	1.61167856270212e-08
Ecel1	8.38450377334721e-12	-0.0943504130356618	0.477	0.045	1.67690075466944e-08
Npy1r	8.5127595911994e-12	0.244007804024776	0.653	0.214	1.70255191823988e-08
Ugt8	8.77445366724511e-12	0.0411437329331147	0.366	0.003	1.75489073344902e-08
Pdzd2	9.11832280692321e-12	-0.0670054163641223	0.426	0.007	1.82366456138464e-08
Nnat	1.01304098878471e-11	0.0981837283341343	0.523	0.076	2.02608197756943e-08
Kcnc1	1.06559584135427e-11	-0.0180117177167674	0.444	0.003	2.13119168270854e-08
Cecr2	1.06559584135427e-11	-0.0208569293626692	0.444	0.003	2.13119168270854e-08
Gramd1b	1.14648837514158e-11	-0.0217311482958104	0.431	0.01	2.29297675028316e-08
Slc25a15	1.16270611072429e-11	0.0225320404649135	0.343	0.003	2.32541222144858e-08
AABR07004228.1	1.17010707273587e-11	-0.0601406878370961	0.356	0.007	2.34021414547175e-08
Sfrp1	1.60063430727552e-11	-0.216255023008401	0.472	0.041	3.20126861455104e-08
Ifrd1	1.63500581435361e-11	-0.185846979771851	0.472	0.041	3.27001162870722e-08
S100a4	1.67982439237075e-11	-0.65372633775602	0.537	0.11	3.35964878474149e-08
Spidr	1.69991668375337e-11	0.049808973322375	0.407	0.017	3.39983336750674e-08
Sema4f	1.86476561650757e-11	-0.0176394722740356	0.458	0.024	3.72953123301515e-08
Pstpip1	1.88220045958233e-11	0.00307964586847218	0.407	0.01	3.76440091916465e-08
Itm2a	1.90771023935722e-11	-0.138387110778048	0.546	0.11	3.81542047871443e-08
Col4a1	2.30956044560367e-11	0.0378800459488086	0.444	0.014	4.61912089120733e-08
Dbf4	3.31100564206224e-11	0.00719217351581158	0.384	0.003	6.62201128412448e-08
Pcdh9	3.55289714797527e-11	0.0613580354832985	0.454	0.017	7.10579429595054e-08
Dgkb	4.51929998885377e-11	-0.119410106749659	0.458	0.024	9.03859997770755e-08
Rbm27	4.63785214141698e-11	-0.141109431674497	0.477	0.048	9.27570428283396e-08
Dusp2	5.05583231176504e-11	0.00422570791848421	0.375	0	1.01116646235301e-07
Fsip1	5.10290746984338e-11	-0.0332577356642922	0.44	0.003	1.02058149396868e-07
Mbd5	6.01611454276913e-11	-0.0999410945177229	0.444	0.01	1.20322290855383e-07
Socs1	6.01611454276913e-11	-0.0438521002642802	0.444	0.01	1.20322290855383e-07
Ddit4l2	6.67433399101524e-11	0.000809058032293253	0.551	0.128	1.33486679820305e-07
Mis18bp1	7.01371514937895e-11	-0.0492714818123566	0.449	0.017	1.40274302987579e-07
Crabp2	7.19977675753892e-11	0.0726562988041639	0.449	0.014	1.43995535150778e-07
Stmn4	8.32235163670538e-11	0.0836181166632116	0.477	0.052	1.66447032734108e-07
Reg3a	8.47565105085976e-11	-0.0270169015437543	0.454	0.021	1.69513021017195e-07
Elovl2	9.08958510632474e-11	0.111682264043898	0.458	0.024	1.81791702126495e-07
Brinp2	1.17380683219458e-10	-0.0254919428897007	0.44	0.007	2.34761366438916e-07
Tnfrsf12a	1.25842959163511e-10	-0.0735690902340357	0.444	0.024	2.51685918327021e-07
Slco1a4	1.27537700302327e-10	0.0218980113509672	0.407	0.007	2.55075400604653e-07
Steap3	1.30461578905934e-10	0.0037481794911467	0.505	0.083	2.60923157811868e-07
Zfp52	1.33830982411347e-10	0.0137507104630794	0.375	0	2.67661964822694e-07
Gas7	1.34260435813381e-10	-0.0590092655933604	0.444	0.014	2.68520871626763e-07
Prpf40b	1.63766917750879e-10	-0.338235767163215	0.532	0.114	3.27533835501757e-07
Bglap	1.65296682348153e-10	-0.0872669970858965	0.431	0.014	3.30593364696306e-07
Cd3eap	1.89995681171285e-10	-0.0586909845193756	0.454	0.024	3.79991362342569e-07
Uba7	2.32084727296805e-10	-0.00553279173416135	0.435	0.003	4.64169454593611e-07
Zcchc12	3.00034375906068e-10	-0.341781926175188	0.463	0.038	6.00068751812136e-07
Bdnf	3.11020451689653e-10	0.708081347349939	0.62	0.197	6.22040903379307e-07
Calb2	3.24134565593367e-10	0.0445372947386734	0.375	0.003	6.48269131186734e-07
Daglb	3.66710310184054e-10	0.0790420927668104	0.449	0.017	7.33420620368108e-07
Oplah	3.95277056455031e-10	-0.0242069126491649	0.412	0.007	7.90554112910062e-07
Plcxd3	4.21572717706579e-10	0.073281726711345	0.579	0.155	8.43145435413157e-07
Gem	4.57578967575135e-10	0.024365538099454	0.431	0	9.1515793515027e-07
Sfxn4	6.88610862745656e-10	-0.0373375213268841	0.444	0.017	1.37722172549131e-06
Gpihbp1	7.18485507744537e-10	0.0305401593030413	0.356	0	1.43697101548907e-06
Slc1a1	8.05303116142643e-10	0.106183371313685	0.426	0.003	1.61060623228529e-06
Kctd14	8.85159526089301e-10	-0.0626801527469075	0.431	0.014	1.7703190521786e-06
Tfr2	9.83309734658406e-10	-0.00229214798999544	0.292	0	1.96661946931681e-06
Cdh19	1.16183809987427e-09	0.048209176784726	0.366	0.003	2.32367619974854e-06
Samd4a	1.27754441212017e-09	-0.0512352248426765	0.44	0.017	2.55508882424034e-06
Ccdc28b	1.29642896933947e-09	0.118479406061499	0.44	0.014	2.59285793867895e-06
Cfi	1.64136727904147e-09	-0.443277540910792	0.537	0.131	3.28273455808293e-06
S100a9	1.67669334415543e-09	-0.410977827662989	0.449	0.038	3.35338668831086e-06
Abca1	2.13244860879578e-09	-0.0756171106777908	0.431	0.007	4.26489721759156e-06
Tap1	2.15330323865107e-09	-0.0430022056381158	0.431	0.007	4.30660647730214e-06
Clmp	2.17883392278339e-09	-0.320671487975282	0.477	0.066	4.35766784556679e-06
Trpm8	2.32960320942898e-09	-0.215698448865372	0.458	0.045	4.65920641885795e-06
Casp3	2.35903075427766e-09	-0.0050730631470817	0.435	0.014	4.71806150855532e-06
Creb5	2.38191941294314e-09	-0.0371510670063219	0.435	0.014	4.76383882588628e-06
Rxfp1	2.513936647908e-09	-0.0445551675273255	0.417	0.01	5.02787329581601e-06
Tgds	2.5792650520446e-09	-0.0325632410826285	0.255	0.003	5.15853010408921e-06
Wls	2.87996531938309e-09	0.340577437991759	0.44	0.01	5.75993063876618e-06
Misp3	3.57867037411424e-09	-0.0773837155089342	0.426	0.014	7.15734074822847e-06
Ret	3.60368642079432e-09	-0.169398033254247	0.449	0.034	7.20737284158863e-06
Tmem100	3.77700948622878e-09	-0.0344598528927608	0.389	0.007	7.55401897245757e-06
Mab21l2	3.93028997060576e-09	-0.0310568415380306	0.407	0.007	7.86057994121153e-06
Fam46a	4.05498977439403e-09	0.118456036394018	0.426	0.003	8.10997954878805e-06
Rbp2	4.11376851516570e-09	0.0135504267195735	0.426	0.003	8.22753703033139e-06
Zfp608	4.13751139646789e-09	0.0456723976247967	0.407	0.003	8.27502279293579e-06
Itpkc	4.32459950324171e-09	0.0964991759999641	0.431	0.01	8.64919900648341e-06
Fam13c	4.53548934333075e-09	-0.1613752880454	0.431	0.01	9.07097868666151e-06
Tspan12	4.91704047482805e-09	0.286969711922661	0.468	0.052	9.83408094965611e-06
Abcb1b	5.1223557924795e-09	0.042537500742069	0.435	0.014	1.0244711584959e-05
Gja4	5.51199361718545e-09	0.0258936692977822	0.315	0	1.10239872343709e-05
Tyrp1	5.80916428458623e-09	-0.488730502378639	0.514	0.11	1.16183285691725e-05
Aebp1	6.63330031746317e-09	-0.0582916105851981	0.278	0.003	1.32666006349263e-05
Plcd4	8.52407770598042e-09	-0.041432666269867	0.426	0.007	1.70481554119608e-05
Tmem88	8.52407770598042e-09	-0.0577690185702882	0.426	0.007	1.70481554119608e-05
Dmd	9.17367440178942e-09	-0.277936223124091	0.477	0.069	1.83473488035788e-05
Ttc9b	1.22486680738319e-08	0.521001629148256	0.579	0.162	2.44973361476637e-05
Parp14	1.67503080822539e-08	0.110918247835085	0.366	0	3.35006161645079e-05
Tyk2	1.6952821450689e-08	-0.0537394318665072	0.264	0.003	3.3905642901378e-05
Pcdh17	1.71187664884607e-08	-0.209443800542527	0.477	0.072	3.42375329769214e-05
Fbln5	1.72524123887051e-08	-0.0643663311379292	0.426	0.01	3.45048247774103e-05
Npb	1.73316830540185e-08	-0.0226171362517169	0.426	0.01	3.4663366108037e-05
Slit3	1.75203475691636e-08	-0.000742718538926767	0.384	0	3.50406951383272e-05
Lime1	1.86994444998473e-08	-3.0461034821928e-05	0.264	0	3.73988889996946e-05
Tlcd1	1.93501858327388e-08	-0.246564030906396	0.458	0.048	3.87003716654776e-05
Cebpb	2.09503499928215e-08	-0.212187769607943	0.435	0.024	4.19006999856429e-05
Myl9	2.27598098196313e-08	0.0324240296599995	0.356	0.003	4.55196196392626e-05
Krt7	2.38437728716791e-08	0.300111401662496	0.44	0.014	4.76875457433582e-05
Lcn2	2.53903911116864e-08	-0.0856117000759168	0.398	0.014	5.07807822233729e-05
Lamp5	2.73585182978786e-08	-0.0382632466683306	0.597	0.197	5.47170365957572e-05
Pi16	2.79488477335085e-08	0.214785323073447	0.343	0	5.58976954670171e-05
Erf	2.84450890395936e-08	-0.00620684274227464	0.361	0.003	5.68901780791872e-05
Taf7	3.13653675655831e-08	-0.275018813174409	0.472	0.072	6.27307351311662e-05
LOC100912564	3.17881571027415e-08	0.0422535769947496	0.421	0.007	6.3576314205483e-05
Ptprz1	3.39779013642812e-08	-0.0226474967293942	0.426	0.014	6.79558027285623e-05
Kif11	3.76980600201717e-08	0.0127178763561497	0.287	0	7.53961200403434e-05
4-Sep	3.94614817791934e-08	-0.0365491569355321	0.435	0.028	7.89229635583869e-05
Mgst2	4.06999956122947e-08	-0.120951845836705	0.435	0.028	8.13999912245894e-05
Samd9	4.20550492384609e-08	-0.172094645976736	0.556	0.162	8.41100984769219e-05
Ado	4.63410865903144e-08	-0.00627557693433971	0.37	0	9.26821731806288e-05
Spats2l	4.92929094777983e-08	-0.589064674003679	0.509	0.117	9.85858189555965e-05
Aqp1	5.81117842563613e-08	-0.246541365524392	0.477	0.079	0.000116223568512723
Myo10	7.26137629803205e-08	-0.0211501890864272	0.366	0.007	0.000145227525960641
Hmgcs2	9.37979586028715e-08	-0.161112623853678	0.394	0.014	0.000187595917205743
Cmip	9.49742719467508e-08	-0.373890136490944	0.505	0.114	0.000189948543893502
Sys1	9.85347573756688e-08	0.131644316000424	0.449	0.038	0.000197069514751338
Ifi47	1.17923276386453e-07	-0.000977829667853439	0.421	0.014	0.000235846552772907
Chac1	1.19974118607532e-07	-0.0146545927598198	0.421	0.014	0.000239948237215064
Piezo2	1.22417057634404e-07	0.0376883714400137	0.426	0.021	0.000244834115268807
Fgf1	1.28608467006793e-07	-0.121326515878976	0.565	0.179	0.000257216934013586
Vti1a	1.29976766503428e-07	-0.144217090706162	0.426	0.021	0.000259953533006856
Sdc4	1.49249721623669e-07	0.0882077017604906	0.444	0.041	0.000298499443247337
Tomm40l	1.79423224723641e-07	-0.00232269780258334	0.407	0.003	0.000358846449447283
Ifitm2	1.95079686690257e-07	0.0554032942989848	0.523	0.124	0.000390159373380513
Smc2	1.95541946639662e-07	-0.158287738184252	0.449	0.045	0.000391083893279324
Adamts1	2.08050285415505e-07	0.0914229056823245	0.412	0.003	0.00041610057083101
Kctd1	2.08939534261092e-07	-0.00211276799930013	0.412	0.003	0.000417879068522184
Tmem138	2.08939534261092e-07	0.0144374541726863	0.412	0.003	0.000417879068522184
Ampd3	2.21781364507182e-07	0.253063321448115	0.412	0	0.000443562729014364
AABR07006860.1	2.27279060275907e-07	0.0710000412847691	0.417	0.007	0.000454558120551814
Myo3a	2.30361925476166e-07	-0.161551645763224	0.421	0.017	0.000460723850952332
Cst12	2.35214692279518e-07	0.0224259179857297	0.463	0.052	0.000470429384559036
Cd63	2.4265814154581e-07	0.152072042326207	0.509	0.117	0.00048531628309162
Tom1l1	2.44904769615391e-07	-0.0853592867417167	0.426	0.024	0.000489809539230781
Shisal1	2.55328869753939e-07	-0.0861747116939538	0.431	0.031	0.000510657739507879
Rassf4	2.65501874498451e-07	-0.0485762282071061	0.435	0.034	0.000531003748996901
Gnas	3.09955362948647e-07	-0.43989404618175	0.917	0.928	0.000619910725897294
Vamp5	3.54671602001775e-07	0.0362977400830987	0.407	0.003	0.000709343204003551
Nos3	3.75607476440126e-07	-0.00497367565574383	0.282	0.003	0.000751214952880253
Col6a5	3.90324683781687e-07	-0.0335108775790577	0.412	0.007	0.000780649367563374
Tra2b	4.0541503424503e-07	-0.404512718449671	0.477	0.093	0.00081083006849006
Plac9	4.15825746119536e-07	0.0853682162528816	0.417	0.01	0.000831651492239072
Kcnmb2	4.26403470574102e-07	-0.431062375562267	0.588	0.203	0.000852806941148205
Fbxo30	4.38959919932289e-07	-0.0112518108049211	0.421	0.017	0.000877919839864579
Apoe	4.50929319774571e-07	-1.04296762564943	0.625	0.655	0.000901858639549141
Ppp1r15a	4.51845338731612e-07	0.248572956221546	0.426	0.021	0.000903690677463224
Bex2	6.00057879445319e-07	-0.750362120777672	0.727	0.717	0.00120011575889064
Lmna	6.34235062554119e-07	-0.153988273394811	0.486	0.107	0.00126847012510824
Abcg2	6.77371335184547e-07	-0.0516680127821419	0.347	0.007	0.00135474267036909
Bmt2	7.08057099896194e-07	0.0166713690141444	0.384	0	0.00141611419979239
Cdh15	7.16071629263521e-07	-0.0815958630618759	0.417	0.017	0.00143214325852704
ENSRNOG00000055947	7.33642147255883e-07	-0.0912216128321807	0.417	0.017	0.00146728429451177
Erbin	7.39590746429057e-07	-0.114417305494192	0.417	0.017	0.00147918149285811
Cavin2	7.43453027073269e-07	0.182588071518035	0.412	0.007	0.00148690605414654
Nedd9	7.52555986469287e-07	0.0958739045170361	0.412	0.007	0.00150511197293857
S100a6	7.63694562346425e-07	-0.936954684286914	0.727	0.752	0.00152738912469285
Tmcc2	7.76693880114807e-07	-0.172587763724321	0.421	0.024	0.00155338776022961
Dgki	7.79026797824666e-07	0.0157379841672283	0.431	0.034	0.00155805359564933
Tnfsf15	7.90012600944829e-07	0.0131304833009416	0.264	0	0.00158002520188966
Cartpt	7.97341825379425e-07	-0.941287930617167	0.477	0.097	0.00159468365075885
Tox2	8.10304882639976e-07	-0.230582680876827	0.426	0.031	0.00162060976527995
RGD1309621	8.46643830729149e-07	-0.0492838104086404	0.431	0.031	0.0016932876614583
Ccl2	8.74192538434267e-07	0.392883102019152	0.569	0.2	0.00174838507686853
Faim2	9.50185758700084e-07	-0.363099525735091	0.579	0.21	0.00190037151740017
Mboat2	1.04021509867677e-06	-0.0340380281353652	0.361	0.01	0.00208043019735353
Fxyd6	1.11122361761947e-06	0.0312072982987018	0.319	0	0.00222244723523894
Slfn5	1.15421435518432e-06	-0.0775044248167446	0.384	0.01	0.00230842871036863
Scn1a	1.24836682682955e-06	0.0749275591284776	0.403	0	0.0024967336536591
Arl4a	1.24892221763766e-06	-0.364664547149251	0.583	0.217	0.00249784443527532
Mdk	1.25745274600563e-06	-0.00939553333116003	0.407	0.007	0.00251490549201126
Cd320	1.26246065188804e-06	-0.429470268785818	0.468	0.086	0.00252492130377607
RT1-A1	1.26715311263276e-06	-0.31420338253775	0.477	0.1	0.00253430622526553
Luzp1	1.38682067778416e-06	0.242579041945706	0.426	0.028	0.00277364135556831
Mrgprb4	1.4322822466617e-06	0.154631035204937	0.417	0.014	0.00286456449332341
Tuba4a	1.44912894785038e-06	0.432017524854244	0.597	0.217	0.00289825789570075
Myl12a	1.45592997881593e-06	-0.112374493166779	0.426	0.031	0.00291185995763186
Incenp	1.52095731418249e-06	0.240807306323669	0.44	0.041	0.00304191462836497
Akap1	1.83444856885544e-06	-0.0457288244631371	0.398	0.007	0.00366889713771088
Ccdc18	2.31153464669656e-06	0.00944141842626201	0.319	0	0.00462306929339312
Lcp1	2.3774528990637e-06	-0.0292393245991162	0.417	0.021	0.00475490579812739
Nsg1	2.40397250985527e-06	-0.222592328750636	0.463	0.086	0.00480794501971053
Gsta1	2.44376469835062e-06	-0.06957126132831	0.421	0.031	0.00488752939670125
Fam111a	2.50163821154102e-06	0.128230221615568	0.407	0.003	0.00500327642308203
Lrriq1	2.78687164286181e-06	-0.297575051712001	0.468	0.083	0.00557374328572363
Prdx6	2.80566983213025e-06	0.0343652041119165	0.449	0.062	0.00561133966426051
Tmbim1	2.89075807327612e-06	-0.0378625163629114	0.44	0.052	0.00578151614655225
Cpne5	3.27956895563842e-06	-0.270078675878586	0.44	0.059	0.00655913791127684
Taf4b	3.4436763792607e-06	0.0520611856108043	0.398	0.007	0.0068873527585214
Ebf1	3.94792966154175e-06	0.135685628412815	0.644	0.276	0.0078958593230835
Zfp691	4.08841911025121e-06	0.117843032954426	0.403	0.003	0.00817683822050242
Zbtb38	4.32124722435284e-06	0.112476131060957	0.421	0.024	0.00864249444870568
Mbp	4.55400068906067e-06	0.182660680731591	0.435	0.041	0.00910800137812135
Chga	4.78199821061489e-06	0.126562634882569	0.5	0.121	0.00956399642122978
Igfbp5	5.02602635209566e-06	-0.331632384252398	0.435	0.055	0.0100520527041913
Flt1	5.09102782681798e-06	0.00295327474854695	0.269	0	0.010182055653636
Reep5	5.8988684945589e-06	-0.386350897434306	0.907	0.924	0.0117977369891178
Usp53	6.61157528451319e-06	-0.00941121193435143	0.403	0.01	0.0132231505690264
Hmgb2l1	6.65517809482529e-06	-0.00919094328067963	0.407	0.017	0.0133103561896506
Polk	6.67969433655581e-06	0.0370452239549844	0.398	0.003	0.0133593886731116
Anxa8	6.83617961970082e-06	-0.24530909169401	0.412	0.024	0.0136723592394016
Syn2	7.01498239259561e-06	0.0412606827873163	0.528	0.155	0.0140299647851912
Rgcc	7.03443018127934e-06	-0.0304187643094105	0.407	0.014	0.0140688603625587
Edc4	7.07353957142614e-06	-0.000203743453269623	0.435	0.048	0.0141470791428523
Slc51a	7.21588163585148e-06	0.0849869110352648	0.417	0.024	0.014431763271703
Lrrfip1	7.65599818068087e-06	0.0896877266019822	0.431	0.041	0.0153119963613617
B3gnt2	8.87059131469002e-06	-0.283805161139379	0.5	0.134	0.01774118262938
Yars2	1.0825058344689e-05	-0.013345518741964	0.394	0.003	0.0216501166893779
Exd2	1.13310057060135e-05	-0.0958244093056414	0.403	0.014	0.0226620114120269
Agk	1.13621889755455e-05	-0.0119585053912749	0.398	0.007	0.0227243779510909
Knstrn	1.15417532628308e-05	-0.000337479105042938	0.394	0	0.0230835065256616
Fstl3	1.18676309467642e-05	0.00513239872809013	0.417	0.028	0.0237352618935284
LOC100360316	1.22464860979972e-05	-0.0979270894654455	0.421	0.038	0.0244929721959944
Adora1	1.22581204699397e-05	0.00771244847234036	0.352	0.003	0.0245162409398794
Rbks	1.24475189009234e-05	0.0969640629342488	0.403	0.007	0.0248950378018468
Cdc42ep3	1.26584594628433e-05	-0.14306865539166	0.426	0.048	0.0253169189256867
Btbd3	1.29015059875912e-05	-0.0815540729434995	0.435	0.055	0.0258030119751823
Ophn1	1.29930804538806e-05	-0.0161479081098453	0.417	0.024	0.0259861609077612
Serpine1	1.31210014760621e-05	0.0235148885276043	0.31	0	0.0262420029521243
Kcng1	1.44624629361688e-05	-0.187886943782257	0.491	0.131	0.0289249258723375
Fam83h	1.50400555177706e-05	0.00127636779712634	0.259	0	0.0300801110355412
Cd9	1.52463106438151e-05	-0.804745301012322	0.606	0.641	0.0304926212876302
Dgkz	1.56430451112603e-05	-0.542802958386644	0.463	0.097	0.0312860902225206
Calca	1.56619845589657e-05	0.287898224317572	1	1	0.0313239691179313
Slc17a6	1.64426379162541e-05	-0.156485056112489	0.264	0.107	0.0328852758325082
Pard3b	1.7493443398978e-05	-0.0166644525160715	0.343	0.003	0.0349868867979561
