id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Fdx1	0.013427949	-0.448699971	0.855	0.333	1
Jak1	0.013630541	0.159541393	0.613	0.167	1
Ccdc141	0.013630541	0.13972976	0.371	0.5	1
Ampd3	0.013630541	-0.498410969	0.565	0.111	1
Calr4	0.014309823	0.000316891	0.613	0.111	1
Creb1	0.014533456	0.109513806	0.548	0	1
Kctd14	0.014746239	0.000620283	0.919	0.5	1
Stk32c	0.015261597	-0.139564534	0.484	0.611	1
Aif1	0.0154887	0.096144941	0.516	0.056	1
Nexn	0.0154887	0.001985428	0.339	0	1
Mboat4	0.0154887	0.022175852	0.984	0.611	1
Snorc	0.015753119	-0.346405812	0.952	0.556	1
Foxc1	0.015986722	-0.002336573	0.5	0.056	1
Sod3	0.015986722	0.082655564	0.355	0.389	1
RF00289	0.016041901	-0.002752705	0.548	0.111	1
Kit	0.016175276	0.052762606	0.565	0.056	1
Cox6b2	0.016477896	0.061763128	0.581	0.056	1
RF00001	0.016477896	-0.009713685	0.581	0.056	1
Ppfibp2	0.016778097	-0.218367602	0.274	0.167	1
Tubb2a	0.016811443	-0.705843011	0.952	0.889	1
Pxdc1	0.017025166	0.037394887	0.29	0.333	1
Oaf	0.017025166	-0.194039225	0.597	0.056	1
Chrne	0.017025166	0.224068195	0.758	0.556	1
Pde12	0.017025166	0.20889313	0.581	0	1
Tbc1d1	0.017025166	0.038087538	0.548	0	1
Arhgdib	0.017566242	0.199118489	0.435	0	1
Mxi1	0.017566242	-0.511573689	0.613	0.167	1
Syn2	0.017861164	-0.498132582	0.516	0.556	1
C1qa	0.017948856	1.79E-06	0.258	0	1
Ptprc	0.018024603	6.71E-05	0.323	0	1
Rasgrp3	0.018024603	0.056528515	0.323	0	1
Enc1	0.018067459	-0.002277574	0.581	0.056	1
Scrg1	0.018122334	-0.013088985	0.871	0.611	1
Tst	0.018122334	-0.021334216	0.726	0.333	1
Grik5	0.018122334	0.123803385	0.839	0.611	1
RGD1310587	0.018529851	0.003331545	0.29	0	1
Traf2	0.018693783	0.00088849	0.613	0.111	1
Cmtm5	0.019280933	-0.007067738	0.532	0.611	1
Fam229a	0.019280933	-0.000599306	0.597	0.056	1
Tox2	0.019280933	-0.345309663	0.919	0.556	1
Rcan1	0.01931567	0.159456259	0.516	0.722	1
S100a8	0.019554718	0.08716603	0.419	0.556	1
Tbc1d10a	0.019918857	0.064521378	0.468	0	1
Brpf1	0.02027472	-0.145138884	0.758	0.167	1
Osgin1	0.020322451	0.138817854	0.5	0	1
Pcsk9	0.020503751	0.055678433	0.516	0.111	1
Tipinl1	0.020503751	0.002505691	0.952	0.611	1
Clk1	0.020503751	0.08813529	0.419	0.611	1
Slc16a2	0.020503751	0.088181975	0.452	0.056	1
Casr	0.021140137	-0.504842256	0.581	0.111	1
Socs2	0.0224647	0.234513854	0.532	0.111	1
Nomo1	0.0224647	0.106492792	0.371	0	1
Map3k10	0.023277711	0.19439328	0.532	0	1
Wfdc15b	0.024019988	-0.000239574	0.597	0.111	1
Id4	0.024244708	0.464857209	0.887	0.556	1
Pcdh17	0.024244708	0.034263781	0.435	0.611	1
Gast	0.024306134	0.03902046	0.613	0.111	1
Prrg4	0.024586683	0.038847324	0.565	0	1
AC128848.1	0.02462791	0.34911256	0.71	0.222	1
Mertk	0.025331595	-0.13035422	0.419	0.056	1
Igfbp2	0.025331595	0.406587167	0.629	0.056	1
Prdm8	0.025331595	0.02530881	0.516	0.056	1
Tmem216	0.025331595	0.010460059	0.79	0.333	1
Fbln5	0.025331595	0.20393499	0.694	0.222	1
Tmem138	0.025735618	-0.055441738	0.468	0.667	1
Klf13	0.025735618	-0.221738813	0.806	0.278	1
Ccar2	0.025735618	-0.394099829	0.468	0.667	1
Sox17	0.0257697	0.245463972	0.258	0.5	1
Ttyh1	0.02609596	0.139147212	0.258	0.222	1
Anxa8	0.02609596	-0.07373529	0.532	0.111	1
Ret	0.02609596	0.096176741	0.935	0.556	1
Tgif1	0.026171336	0.128168838	0.548	0.056	1
Crabp1	0.026880181	0.198259375	0.629	0.056	1
Cks2	0.027206698	0.000905336	0.5	0	1
Isg15	0.027684667	-0.410763982	0.726	0.278	1
Scn3b	0.028120461	-0.464806216	0.758	0.222	1
Il6	0.028509832	-0.020793038	0.323	0.278	1
Filip1l	0.028918813	0.000400059	0.532	0.056	1
Vamp5	0.029356095	0.025834539	0.403	0.389	1
Tec	0.029961312	-0.001924391	0.403	0.444	1
Zfhx2	0.03022388	0.074201069	0.935	0.556	1
Dek	0.03022388	-0.311187278	0.645	0.167	1
Tmem88	0.031033604	0.115329025	0.71	0.389	1
Pllp	0.031113617	-0.566999436	0.984	0.611	1
Krt8	0.031113617	0.008378165	0.79	0.333	1
Cnmd	0.032025739	-0.362435015	0.29	0.167	1
LOC100912195	0.032075121	-0.589657169	0.726	0.667	1
Sncb	0.03251882	-0.216119333	0.581	0.611	1
Nefl	0.032575821	-0.344986298	1	1	1
Dgki	0.032960685	0.018602208	0.823	0.556	1
Fkbp1b	0.033522962	-0.448236167	0.968	1	1
Mrap	0.034900831	-0.015441409	0.548	0.111	1
Cd3eap	0.034900831	0.092640158	0.855	0.556	1
Srgap2	0.034900831	0.028543317	0.726	0.167	1
Mid1ip1	0.034988354	-0.724598316	0.903	0.889	1
Gja4	0.035362063	0.149933386	0.516	0	1
Prickle3	0.035596355	-0.000191309	0.306	0	1
Cxcl9	0.0356875	0.110780673	0.71	0.222	1
Shprh	0.035906932	0.344961609	0.742	0.444	1
Steap3	0.035960216	0.243116618	0.758	0.444	1
Ypel3	0.035996113	-0.670030852	0.887	0.944	1
Yars2	0.037149735	0.06528546	0.548	0	1
Bcl9l	0.037371884	-0.134137054	0.387	0.056	1
Knstrn	0.037702397	0.09126795	0.548	0.056	1
Hmgb2l1	0.037993481	0.144333002	0.645	0.111	1
Tmem140	0.037993481	0.036209428	0.371	0.556	1
Mbd5	0.037993481	0.016138571	0.452	0.611	1
S100a6	0.038562831	0.645885989	0.935	0.556	1
Ap1s2	0.038620924	0.745875204	0.968	0.833	1
Ackr3	0.038674652	0.056367963	0.419	0.056	1
Irf1	0.039074859	0.014624309	0.919	0.5	1
Ddah1	0.039074859	0.163519747	0.435	0.056	1
Zfp865	0.039318396	0.042766214	0.468	0	1
Pde1a	0.039503782	0.004451258	0.323	0.278	1
Ptpn13	0.040015594	0.06226293	0.29	0.333	1
Kcng1	0.04077894	-0.006104269	0.984	0.667	1
Cplx2	0.040821457	-1.017325208	0.516	0.5	1
Nefm	0.040845082	-0.354913805	1	1	1
Acot7	0.040845082	-0.491191313	0.823	0.778	1
Iapp	0.041316178	-0.164840574	0.403	0.056	1
Palmd	0.041374559	-0.340039952	0.677	0.722	1
Smim22	0.041549656	0.001680461	0.5	0	1
Akap1	0.041729836	0.022923751	0.484	0.611	1
Tmem100	0.041849959	0.11053522	0.403	0.444	1
Ptn	0.041989403	-0.668503735	0.855	0.833	1
Col4a1	0.042477075	-0.272485058	0.516	0.111	1
Plcl2	0.042477075	-0.132782787	0.387	0.056	1
Kif18a	0.043057319	0.059765172	0.452	0.056	1
Stk32a	0.043057319	0.003994509	0.677	0.222	1
Fabp7	0.043665442	0.053983971	0.274	0.111	1
Ntrk2	0.043665442	0.369997564	0.371	0.389	1
Tap1	0.043665442	0.01112139	0.855	0.389	1
Fam181b	0.043737421	0.003385166	0.403	0.389	1
Dnajb4	0.044304942	0.154723177	0.919	0.611	1
Atp1b1	0.044373443	-0.341073481	0.984	0.889	1
Npb	0.044881766	0.129590278	0.742	0.278	1
Ctxn2	0.044881766	-0.260069499	0.323	0.278	1
Ppp1r14c	0.044881766	0.055225144	0.258	0.056	1
Eya3	0.045454964	-0.00203227	0.226	0.389	1
Mis18bp1	0.045536041	-0.128825863	0.484	0.667	1
Col6a5	0.04612654	0.019209722	0.355	0	1
Ssc5d	0.04612654	0.055162755	0.403	0	1
AABR07068127.1	0.04612654	-0.167706612	0.274	0.222	1
Cttnbp2nl	0.04612654	0.063777268	0.516	0.167	1
Nrxn2	0.046795842	-0.649685636	0.984	0.611	1
AABR07073134.1	0.047400261	0.094801277	0.258	0	1
Rnd1	0.047463965	-0.512796623	0.661	0.667	1
Plpp3	0.0478699	-0.008425404	0.29	0.111	1
Ppp1r1c	0.048151723	-0.476129908	0.871	0.889	1
Prlr	0.048703428	0.002314137	0.629	0.278	1
Kcnc1	0.048703428	0.005033436	0.984	0.5	1
Bnip2	0.048703428	0.12333402	0.5	0.556	1
Erg	0.048872655	0.057437155	0.371	0	1
Gng13	0.049318216	0.08477017	0.5	0	1
Nampt	0.049403546	-0.36506913	0.919	0.611	1
Pmepa1	0.050036545	0.061509457	0.919	0.611	1
Ppfibp1	0.050036545	0.207160217	0.613	0.111	1
Ak5	0.050102435	-0.399107035	0.935	0.722	1
Filip1	0.050752457	0.200441976	0.306	0.167	1
Crlf3	0.051124102	0.117018575	0.355	0	1
AY172581.2	0.051400118	0.340120588	0.452	0.056	1
Ramp2	0.051400118	0.400775021	0.29	0.056	1
Cldn3	0.05279466	-0.00053551	0.742	0.333	1
Gmfg	0.05279466	0.070199454	0.645	0.222	1
Apod	0.054220682	-0.488483358	0.71	0.222	1
Tmem51	0.054220682	-0.235616759	0.435	0.056	1
Nfe2l3	0.05609914	-0.00186915	0.371	0.333	1
Rbfox1	0.056526971	-0.818131046	0.548	0.556	1
Gpihbp1	0.057968036	-0.146689544	0.726	0.667	1
Timp1	0.058692821	0.504304786	0.306	0.111	1
Kif11	0.058692821	-0.0027311	0.726	0.222	1
Dnaja1	0.058815828	-0.353811602	0.968	0.944	1
Gria2	0.059508984	-0.144059504	0.323	0.278	1
Acsbg1	0.059932231	0.137298269	0.419	0.5	1
Fxyd5	0.060249968	0.172143747	0.452	0.556	1
Epc1	0.060249968	-0.131775136	0.629	0.111	1
Baz2b	0.060249968	-0.375843172	0.468	0.111	1
Ivns1abp	0.060323724	-0.025166201	0.419	0.278	1
Fam107a	0.060986691	-0.134357762	0.355	0.056	1
Marcks	0.061083765	-0.606190848	0.516	0.444	1
Nefh	0.061162652	-0.506234716	0.919	0.889	1
Bcl11a	0.061841208	0.087627215	0.419	0.556	1
Arid5b	0.061916111	-1.077421863	0.645	0.722	1
Itm2a	0.061916111	-0.093900301	0.661	0.222	1
Gabrg2	0.062692909	0.008137513	0.452	0.556	1
Pdk4	0.063168792	0.001302537	0.29	0	1
Sspn	0.063467074	0.099198569	0.855	0.611	1
Lrg1	0.064177598	0.084551482	0.484	0	1
Abca1	0.065128097	0.097721764	0.597	0.556	1
Fbln1	0.065128097	-0.001434967	0.516	0	1
AABR07072449.1	0.065128097	-0.001174423	0.758	0.333	1
AABR07055191.1	0.066382202	0.000275168	0.742	0.278	1
Matn2	0.06664438	-0.043635587	0.581	0.222	1
Tjp1	0.066824812	0.095523598	0.855	0.611	1
AABR07030521.1	0.066824812	0.000715124	0.677	0.278	1
Limd2	0.066903184	0.243504922	0.823	0.722	1
Birc5	0.068557757	0.061377438	0.548	0.111	1
Rnf144a	0.068557757	-0.121271642	0.29	0.111	1
Scn9a	0.069572065	-0.438583501	0.774	0.778	1
Hcn2	0.070327469	-0.470360502	0.435	0.056	1
Tmod2	0.070327469	-0.231771606	0.5	0.556	1
Akap2	0.070327469	0.200535312	0.565	0.056	1
Ppp2r2b	0.07044935	-0.488735079	0.661	0.722	1
Celsr2	0.070957127	0.0412942	0.339	0	1
Rgs7	0.071272731	-0.479231884	0.5	0.167	1
Clec14a	0.071483324	-0.002277377	0.452	0	1
Samsn1	0.071753158	0.063215407	0.468	0	1
Crh	0.072134488	0.019439909	0.258	0.056	1
Ophn1	0.072134488	-0.01076565	0.629	0.611	1
Map3k2	0.072134488	0.036196697	0.565	0.611	1
Fam221a	0.072134488	0.085627142	0.323	0.056	1
Slc17a6	0.072216363	-0.435682086	0.468	0.444	1
Avil	0.072216363	-0.556827743	0.435	0.556	1
Phactr3	0.073099277	-0.059639257	0.5	0.111	1
Lcn2	0.073979356	-0.020280232	0.29	0.222	1
Cst12	0.073979356	0.200705118	0.79	0.556	1
Serpinb6b	0.074447851	-0.00031609	0.306	0	1
Pnma8b	0.074963944	-0.371446227	0.435	0.389	1
Oasl	0.075862616	0.096763668	0.726	0.556	1
Rab20	0.075862616	0.153754941	0.5	0	1
Crabp2	0.075862616	0.148791581	0.484	0.556	1
Syt4	0.07598981	-0.62932953	0.613	0.611	1
Zbtb47	0.076583435	0.003717773	0.952	0.556	1
Fgf2	0.076756504	0.063516259	0.952	0.5	1
Tppp3	0.076964204	-0.340923015	0.984	1	1
Alpl	0.077742331	0.098385686	0.532	0	1
Idh2	0.07778481	0.024447584	0.79	0.611	1
Hspb1	0.077929468	-0.506370632	0.968	0.944	1
Slc25a4	0.078908088	-0.256284187	1	1	1
Dgkh	0.079746483	0.190480933	0.306	0.111	1
RGD1564664	0.080792104	-0.276949166	0.419	0.389	1
Chrm2	0.080792104	-0.254080966	0.597	0.611	1
Kcna2	0.080792104	-0.389021449	0.484	0.667	1
S100b	0.080891724	-0.42136813	0.984	1	1
Hpca	0.08174818	0.154556725	0.258	0.111	1
Erf	0.08174818	0.033840108	0.613	0.167	1
Hoxb7	0.08174818	0.108642876	0.29	0.056	1
Sema7a	0.083790446	0.003132	0.274	0	1
Cep57l1	0.08487812	-0.367966691	0.597	0.222	1
Rab11fip3	0.08487812	-0.238856266	0.984	0.667	1
Cryab	0.085873826	0.305414373	0.29	0.167	1
Kazald1	0.086345837	0.001152608	0.79	0.333	1
Luzp1	0.086982936	-0.23629971	0.355	0.278	1
Gamt	0.087049575	-0.280744201	0.661	0.778	1
Sncg	0.087086596	-0.194173391	1	1	1
Gprc5b	0.087959373	-0.001778385	0.839	0.444	1
Sat1	0.087998866	0.265264099	0.274	0.222	1
Tmem62	0.087998866	0.206553731	0.371	0.056	1
Dgkz	0.087998866	0.158820658	0.339	0.111	1
Mt3	0.089234689	-0.234820531	1	1	1
Egr2	0.090166111	0.124096441	0.548	0	1
Ankrd33b	0.092376105	0.129458863	0.435	0.556	1
Uba7	0.092376105	0.002232528	0.871	0.5	1
Scg3	0.093639613	0.512600028	0.952	0.778	1
Scg2	0.093658843	-0.333440611	0.952	1	1
Ptgds	0.094629392	0.084660683	0.919	0.556	1
Brinp2	0.094629392	0.009597895	0.984	0.556	1
RGD1306941	0.094629392	-0.00833786	0.419	0.389	1
Pcdhga5	0.095020102	-0.000167338	0.306	0.056	1
Ccl5	0.09575706	0.017810587	0.435	0	1
Cd63	0.095826959	0.30521497	0.645	0.222	1
Slit2	0.096794844	0.002653838	0.806	0.444	1
S1pr3	0.096926515	0.049596309	0.726	0.333	1
Ccdc34	0.096926515	0.069031254	0.452	0.556	1
Nktr	0.096926515	-0.134762045	0.258	0.167	1
Anxa1	0.099268016	0.317552967	0.306	0.111	1
Pemt	0.099268016	0.084009956	0.323	0.389	1
Tdo2	0.099365175	-0.658426961	0.726	0.667	1
Smc4	0.10051143	0.016780793	0.71	0.333	1
Acsl4	0.101654434	0.283345917	0.774	0.611	1
Mlf1	0.104086309	0.20067098	0.371	0	1
Glul	0.104086309	0.23838256	0.29	0.111	1
Hdac1	0.104086309	0.090666657	0.403	0.111	1
Ccdc146	0.105245938	0.039867503	0.339	0	1
Xrn2	0.105376639	-0.487050496	0.323	0.167	1
Fth1	0.105490988	-0.222979969	1	1	1
Rarres1	0.106564176	0.245629458	0.484	0.611	1
Gabrg1	0.106564176	0.203739389	0.403	0.444	1
Rbks	0.106564176	0.07678446	0.29	0.056	1
Mal	0.109088571	0.199982831	0.468	0	1
Asphd1	0.109088571	0.047104516	0.258	0.056	1
Lpar1	0.109088571	0.267022594	0.274	0.056	1
LOC680045	0.110213326	0.000232813	0.79	0.333	1
Csf1r	0.110326838	0.000149657	0.258	0	1
Timp3	0.110426876	-0.453520054	0.5	0.667	1
AABR07004269.3	0.111660024	-0.234776616	0.306	0.167	1
Igfbp7	0.114279067	-0.160895059	0.371	0.278	1
Acads	0.114279067	0.213513919	0.452	0.444	1
Grhpr	0.114279067	-0.073838163	0.581	0.222	1
Whrn	0.115666393	-0.309948475	0.29	0.222	1
Creg1	0.116946223	0.251806464	0.532	0.111	1
Ifitm3	0.116946223	0.138606547	0.258	0.167	1
Sfrp4	0.118257138	-0.001603823	0.371	0	1
Apoc1	0.119662018	-0.205333346	0.903	0.611	1
Hoxb4	0.121099395	-0.484073567	0.984	0.667	1
Ifitm2	0.121217173	-0.28212241	0.968	0.889	1
Gfpt2	0.122426969	0.000152442	0.839	0.333	1
Ank3	0.122426969	0.16563126	0.29	0.167	1
Rprd1a	0.122426969	-0.032390293	0.435	0.444	1
Fxyd2	0.12253441	0.401347581	0.661	0.389	1
Rad51ap1	0.123528198	-0.003439384	0.774	0.333	1
Ankrd13d	0.123889754	-0.182020244	0.597	0.667	1
Mt-nd5	0.124010958	-0.409661547	0.984	1	1
Plcd4	0.125241594	0.031769377	0.274	0.167	1
Ccdc28b	0.125241594	-0.135765472	0.274	0.056	1
Hes1	0.12535014	0.122174205	0.5	0.667	1
Lgalsl	0.12677679	-0.315799371	0.565	0.667	1
Npc2	0.126810182	-0.473732567	0.71	0.778	1
Car2	0.128106403	0.016076409	0.5	0.278	1
Best1	0.129620753	1.125868391	1	0.611	1
LOC100360316	0.131021904	0.234801459	0.371	0.056	1
Rbfox3	0.132644148	-0.208527309	0.435	0.333	1
Tmem229b	0.132644148	-0.354568759	0.661	0.778	1
Taf1c	0.1339886	0.041813794	0.274	0	1
Pou4f3	0.1339886	0.305735472	0.306	0.056	1
Cdkn1a	0.135555499	-0.179356427	0.5	0.556	1
Tes	0.135638027	-0.308084452	0.597	0.722	1
Clic5	0.137006988	0.026214224	0.452	0	1
Vopp1	0.137006988	-0.416388979	0.452	0.444	1
Zfp521	0.137006988	0.001090672	0.855	0.389	1
Kcnj2	0.138713115	-0.010888449	0.435	0	1
Pmp22	0.138727791	-0.235731328	0.952	1	1
Spry4	0.13881415	-0.000819192	0.774	0.333	1
Txnrd1	0.140077561	-0.163997034	0.339	0.167	1
Myo1a	0.140077561	-0.0011507	0.79	0.333	1
Ccr10	0.140077561	0.000889261	0.742	0.278	1
Mfge8	0.140077561	0.583707331	0.371	0.5	1
Eif2ak2	0.140077561	0.030350939	0.258	0.111	1
Chd1	0.140077561	-0.106639115	0.419	0.056	1
RT1-CE10	0.141697971	-0.067142455	0.419	0.389	1
Kank1	0.14252577	-0.006745282	0.258	0	1
AABR07050283.2	0.143200807	0.000337155	0.306	0	1
Fam129a	0.143200807	0.141334329	0.532	0.444	1
Haus8	0.143200807	0.281672947	0.419	0.389	1
Syt2	0.144848326	0.118181472	0.581	0.222	1
Ppp2r2c	0.145012839	0.106134956	0.355	0.222	1
Spidr	0.146377207	-0.270926316	0.645	0.278	1
Epha5	0.146377207	-0.516982439	0.984	0.611	1
Pcdh9	0.148052064	-0.395166263	0.645	0.667	1
Mdh1	0.148185187	-0.27690456	0.919	0.833	1
Naa60	0.149607236	-0.003079644	0.581	0.222	1
Unc13c	0.152891363	0.096694404	0.532	0.556	1
LOC102550036	0.152891363	-0.009159141	0.919	0.611	1
Scn7a	0.15300937	-0.117281738	0.355	0.278	1
Xdh	0.154621577	0.379246856	1	0.611	1
Klf6	0.157988274	0.06160775	0.468	0.667	1
AABR07004228.1	0.159425375	0.002399459	0.968	0.5	1
Gbp2	0.159623754	0.316398471	0.258	0	1
Tmie	0.159623754	-0.049645832	0.355	0.167	1
Rgs4	0.161498678	-0.511320578	0.645	0.778	1
Tmem130	0.161537994	-0.35175961	0.903	0.833	1
Socs1	0.163072922	0.035522316	0.855	0.611	1
Gpx1	0.163193835	-0.294049277	0.435	0.278	1
Tubb5	0.163277713	-0.4563976	0.984	0.889	1
Rspo2	0.16488781	-0.440592898	0.468	0.389	1
Chd5	0.166577996	0.187356901	0.645	0.611	1
Atp1a2	0.166577996	0.141058541	0.565	0.611	1
Cdo1	0.166577996	0.148500001	0.339	0.056	1
Gng7	0.166577996	0.112695698	0.71	0.444	1
Samd9	0.168421528	0.03791354	0.387	0.222	1
Lxn	0.168511376	-0.475168522	0.968	0.722	1
Ska1	0.172059141	-5.53E-05	0.484	0.056	1
Nkain4	0.172695447	0.248140203	0.581	0.167	1
Penk	0.17375758	0.003254873	0.855	0.389	1
Hist1h1e	0.17375758	-0.143563679	0.29	0.278	1
Cdkn1c	0.174963039	0.030482235	0.468	0.333	1
Nanos3	0.175243398	0.22062956	0.5	0.111	1
Cep126	0.175659008	0.039039838	0.645	0.667	1
Sdc4	0.177432933	-0.291415664	0.323	0.278	1
LOC102549941	0.1775596	-0.000147512	0.306	0	1
Ncoa7	0.179496207	-0.326328817	0.903	0.889	1
Plekha4	0.181165872	-0.17006327	0.516	0.167	1
Vti1a	0.181165872	-0.014380621	0.355	0.222	1
Tdh	0.181165872	0.078964641	0.339	0.111	1
Olfm1	0.181291281	-0.1732813	0.435	0.333	1
Cd9	0.181355248	-1.078263184	0.968	0.833	1
Gadd45b	0.183125971	-0.156745537	0.355	0.333	1
Ccdc136	0.183125971	-0.4292426	0.565	0.5	1
AC134224.3	0.183269746	-0.669897675	0.984	1	1
Smc2	0.184956796	0.283418663	0.387	0	1
Rps6kc1	0.184956796	-0.184701862	0.306	0.167	1
Tmem54	0.184956796	-0.135429369	0.323	0.056	1
Nfkbie	0.184956796	0.00056963	0.855	0.389	1
Lsp1	0.184956796	-0.710342763	0.323	0.222	1
Ccdc172	0.188806094	0.092234709	0.29	0.056	1
Osbpl1a	0.188806094	0.281231775	0.323	0.222	1
Hadh	0.188806094	0.038296754	0.419	0	1
Nab2	0.190398703	0.073590772	0.306	0	1
Id1	0.190825599	-0.154380851	0.919	0.667	1
Cpne8	0.190919238	-0.11105661	0.871	0.722	1
Chrna3	0.194763618	0.065041901	0.565	0.167	1
Hsph1	0.194857834	-0.517421785	0.677	0.556	1
Ifitm1	0.196681321	0.531069955	0.403	0.111	1
RT1-Db1	0.196681321	-0.305742665	0.274	0.056	1
Ppp1r15a	0.196681321	0.180403923	0.387	0.056	1
Amigo2	0.196681321	0.006853945	0.306	0.056	1
Ppp2r3a	0.196681321	0.019508238	0.516	0.611	1
Crlf1	0.196681321	-0.087449558	0.371	0.056	1
Heatr5a	0.196681321	0.003747088	0.242	0.333	1
Pold4	0.196809967	-0.053406944	0.516	0.556	1
Mtmr2	0.198760927	-0.30151645	0.903	0.667	1
Ly6e	0.200837378	-0.790593072	0.468	0.444	1
Kntc1	0.202817882	-0.299700734	0.968	0.667	1
Gltpd2	0.204794467	0.117152278	0.935	0.611	1
Hmgcs1	0.206934825	0.06419893	0.452	0.278	1
Ly86	0.208941126	0.019979612	0.419	0.5	1
RGD1312005	0.209071962	0.181181691	0.452	0.444	1
Ccl2	0.209138695	-0.609038364	0.871	0.778	1
Acpp	0.211112088	0.327810321	0.839	0.556	1
Ncdn	0.211251266	-0.492154013	0.887	0.778	1
Calcb	0.211261969	-0.562479732	0.984	1	1
Eef2k	0.21314828	0.122980246	0.935	0.5	1
Lsamp	0.215444154	-0.817657977	0.419	0.278	1
Pttg1	0.219475752	0.073418607	0.29	0	1
Ttll7	0.219746171	-0.458186089	0.855	0.778	1
Eif4ebp1	0.221745329	-0.191123955	0.306	0.111	1
Tubb6	0.221745329	0.287772681	0.339	0.056	1
Nos3	0.223714547	0.019526933	0.532	0.167	1
Mrps6	0.22400895	0.239678053	0.339	0.111	1
Nppa	0.224106726	-0.902093218	0.629	0.5	1
Tmem45b	0.226269227	-0.711015956	0.484	0.278	1
Chga	0.226269227	-0.543133519	0.677	0.556	1
Ndrg4	0.226361762	-0.552481177	0.871	0.833	1
Nrp1	0.228430585	-0.319234522	0.306	0.167	1
Arhgap29	0.228430585	-0.077833073	0.387	0.222	1
Gsta1	0.230587993	0.080155248	0.323	0.056	1
Syt3	0.230587993	-0.235987714	0.371	0.111	1
Csrp1	0.235102122	0.234943093	0.355	0.111	1
Alg8	0.235102122	0.106430359	0.306	0.056	1
Ccdc18	0.237459534	-0.594557033	0.629	0.667	1
Dad1	0.237459534	0.437081242	0.71	0.556	1
Dusp26	0.237459534	0.938900077	0.468	0.167	1
Fam83h	0.245757158	0.002547645	0.742	0.389	1
Piezo2	0.246737721	-0.245995349	0.629	0.278	1
Clic3	0.246795905	-0.254972418	0.613	0.611	1
Nmb	0.246890082	-0.379189061	0.823	0.833	1
Stat3	0.251470856	-0.194144014	0.452	0.5	1
MGC108823	0.253783052	0.033600864	0.903	0.611	1
Xirp2	0.253783052	0.002815789	0.774	0.389	1
Slc7a14	0.253783052	0.401123739	0.419	0.056	1
Idi1	0.253919491	-0.266316108	0.774	0.722	1
Plcb1	0.253919491	-0.516023998	0.661	0.556	1
AY172581.9	0.256423078	0.270981293	1	0.944	1
Cebpb	0.25861049	-0.096702677	0.565	0.611	1
AABR07071661.1	0.25861049	0.081686157	0.565	0.278	1
Ppp3ca	0.261271611	-0.21866513	0.806	0.833	1
Cdh13	0.263501203	-0.074528352	0.387	0.333	1
Tob1	0.263501203	-0.236938729	0.871	0.556	1
LOC691143	0.263501203	0.002260104	0.952	0.556	1
Acy3	0.265869363	0.097590646	0.435	0.278	1
Mrc1	0.267163465	-4.04E-06	0.258	0	1
Trpv1	0.268455361	0.18713239	0.5	0.167	1
Cyp2d4	0.268455361	0.040293158	0.548	0.167	1
Rhpn2	0.268455361	-0.001161601	0.806	0.444	1
Dbi	0.268592907	-0.539028719	0.581	0.5	1
Cryga	0.268890708	5.45E-07	0.387	0	1
Lrat	0.270855067	0.003432835	0.984	0.556	1
Egr1	0.271034978	0.198323234	0.516	0.611	1
Aqp1	0.271034978	-0.10268259	0.984	0.667	1
Dag1	0.271034978	-0.071400114	0.871	0.667	1
Selenom	0.271178258	-0.292571955	0.903	0.833	1
Cox4i2	0.273014463	0.005126653	0.258	0	1
Chac1	0.273473121	-0.02180556	0.484	0.444	1
Tekt1	0.275202276	0.000443074	0.403	0	1
Ahi1	0.276084757	0.054842638	0.887	0.611	1
Fgf12	0.276214264	-0.57549182	0.742	0.611	1
Vim	0.278554624	0.123827415	0.387	0.333	1
Hmmr	0.278554624	0.001881201	0.581	0.556	1
Plxnc1	0.278554624	0.066992449	0.355	0.111	1
Runx1	0.278554624	0.02842738	0.597	0.5	1
Galnt14	0.278554624	0.075683911	0.919	0.611	1
Paox	0.281198326	-0.131853301	0.306	0.278	1
Psmc3ip	0.283699995	-0.004683802	0.903	0.556	1
Avpr1a	0.283699995	-0.001258156	0.774	0.333	1
Leprot	0.283699995	-0.192425627	0.468	0.167	1
Mtfp1	0.285911957	7.51E-05	0.419	0	1
ENSRNOG00000054017	0.286007356	0.009075538	0.758	0.389	1
LOC103694872	0.286522701	-0.209723143	0.935	0.833	1
Cald1	0.288909347	-0.117263878	0.581	0.111	1
Plppr4	0.288909347	-0.323358428	0.323	0.111	1
Scn1a	0.291617286	-0.043743141	0.645	0.611	1
Srrm4	0.291617286	-0.129419787	0.339	0.056	1
Gfra3	0.291617286	-0.054416106	0.984	0.667	1
Rhoc	0.291617286	0.042699997	0.597	0.611	1
Cpne9	0.294182773	0.008273762	0.419	0.111	1
Gas7	0.294182773	0.015870579	0.613	0.611	1
Cenpe	0.294182773	0.012633564	0.984	0.611	1
AABR07031734.5	0.296741508	-0.185434432	0.306	0.111	1
Cst6	0.296922867	0.13616123	0.952	0.667	1
Efemp1	0.299520351	-0.205037961	0.258	0.111	1
Itm2b	0.299755538	-0.409207417	0.839	0.889	1
Mgst3	0.302292614	-0.194388803	0.613	0.333	1
Map1a	0.302394657	-0.246814614	0.806	0.778	1
Ccnb1	0.304922146	0.053273506	0.484	0.444	1
Hmgcs2	0.304922146	-0.080480763	0.274	0.056	1
