id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Gamt	0.003023501	0.124659989	0.37	0.59	1
Ccl4	0.003031543	-0.210073548	0.352	0.12	1
Rab26	0.003045165	-0.0046603	0.278	0.072	1
Zbtb38	0.003107149	-0.05493964	0.421	0.289	1
Cnmd	0.003119503	0.010561809	0.361	0.506	1
Fgf2	0.003149253	-0.180131105	0.486	0.59	1
Uap1	0.003167966	-0.053389141	0.264	0.108	1
Cyba	0.003212965	-0.09615468	0.509	0.554	1
Nampt	0.003225752	-0.020651838	0.398	0.59	1
Chp2	0.00322798	0.178286243	0.301	0.157	1
Hbb	0.003347129	0.061413423	0.532	0.41	1
Dnmt1	0.003422613	-0.029824403	0.389	0.301	1
Tbc1d20	0.003430841	-0.010204211	0.454	0.59	1
Runx1	0.003523196	-0.311962397	0.407	0.277	1
Pdlim2	0.003553187	-0.009710011	0.259	0.181	1
Ccar2	0.003582342	0.013076547	0.31	0.205	1
Afap1	0.003597233	0.015451954	0.347	0.12	1
Stom	0.003633135	0.23127839	0.463	0.265	1
Wnt4	0.003692801	0.000824615	0.505	0.313	1
Ctxn2	0.003896277	-0.219572412	0.491	0.398	1
Snhg11	0.003925979	-0.410870396	0.426	0.651	1
AABR07072449.1	0.003958503	0.060291619	0.449	0.337	1
Fos	0.004009321	-1.251508344	0.481	0.819	1
RGD1309621	0.004013536	-0.137867951	0.431	0.313	1
Dgat1	0.004047157	0.063210847	0.38	0.59	1
Cldn3	0.004054419	-0.057834767	0.301	0.47	1
Pcdh17	0.00409701	0.007120987	0.477	0.361	1
Cadps2	0.004155754	-0.000458222	0.301	0.06	1
Gast	0.004196337	-0.000396516	0.389	0.133	1
Ezh2	0.004199922	-0.015698018	0.537	0.602	1
Tmem54	0.004530443	-0.043147336	0.296	0.157	1
Kif18a	0.004575615	-0.039667697	0.44	0.169	1
ENSRNOG00000034161	0.004607692	-0.064689012	0.722	0.735	1
Cd24	0.004664674	0.073632891	0.324	0.181	1
Plcb1	0.004869378	-0.113775997	0.361	0.253	1
Rin2	0.005118447	-0.020233041	0.468	0.325	1
Syt1	0.00512203	-0.550853222	0.537	0.663	1
Oplah	0.005189615	-0.005602334	0.412	0.518	1
Tmem140	0.005290831	-0.065313574	0.343	0.53	1
Gpm6b	0.005310856	-0.04444488	0.523	0.651	1
Zfhx3	0.005472313	0.020853103	0.528	0.446	1
Lmo7	0.005508396	0.033969851	0.486	0.241	1
Plekha4	0.005771233	-0.007359597	0.519	0.675	1
Mal	0.005828206	-0.030603443	0.431	0.482	1
Stmn4	0.005830682	-0.171910888	0.477	0.651	1
Fbxo2	0.005833422	-0.244589108	0.389	0.566	1
AABR07006860.1	0.005866695	0.165404551	0.417	0.265	1
Kntc1	0.00589478	0.03279801	0.361	0.277	1
Daglb	0.005971113	0.191253841	0.449	0.554	1
Taf2	0.006067798	-0.061093295	0.417	0.325	1
Mt3	0.006068746	0.328113264	0.949	0.976	1
Zfp24	0.006132263	-0.004853927	0.412	0.59	1
Zfp300	0.00638517	-0.016336757	0.417	0.145	1
Plxnd1	0.006454974	-0.095775144	0.495	0.602	1
Abraxas1	0.006512561	-0.016211886	0.458	0.205	1
Hexim1	0.006606629	-0.143917041	0.361	0.241	1
Flrt3	0.006679286	-0.366868953	0.264	0.205	1
Serpina11	0.006687402	0.219311102	0.454	0.711	1
Comp	0.006778342	-0.029719634	0.454	0.289	1
Rab37	0.00678345	0.047108667	0.255	0.434	1
Fosl1	0.006941765	-0.069536744	0.301	0.205	1
Cdkn2c	0.007002533	0.00950389	0.264	0.41	1
Atf4	0.007166972	0.103507298	0.454	0.747	1
Ano3	0.007242482	-0.217906681	0.361	0.53	1
Pafah1b3	0.007587822	0.149564987	0.329	0.554	1
S100a3	0.007643544	0.062308616	0.269	0.446	1
Lrrn4cl	0.007650394	-0.024800422	0.579	0.446	1
Ecm1	0.00783684	-0.07532723	0.38	0.506	1
Ckap2	0.008220228	0.01738791	0.306	0.458	1
Fermt2	0.008381392	0.101423422	0.398	0.301	1
Ier2	0.008442626	-0.131438437	0.306	0.253	1
Avil	0.008496939	0.097197684	0.398	0.578	1
Sp110	0.008537069	-0.299351853	0.431	0.313	1
Slc25a15	0.0086692	-0.067901403	0.343	0.096	1
Myl12a	0.008734632	0.039327688	0.426	0.614	1
Fgfr1	0.00919162	-0.075354518	0.403	0.157	1
AABR07019088.1	0.009395714	0.06500993	0.31	0.241	1
Fbll1	0.009750755	-0.037812577	0.324	0.47	1
Gadd45a	0.00983714	-0.246438502	0.375	0.602	1
Cxcl10	0.009839162	0.163871908	0.333	0.47	1
Junb	0.009841628	-0.442160344	0.227	0.47	1
Slc17a6	0.009942347	-0.046932139	0.264	0.494	1
Spats2l	0.010232422	-0.187173214	0.509	0.422	1
Grk4	0.010336491	-0.101967018	0.583	0.506	1
Cxcl16	0.010396556	-0.12387344	0.292	0.157	1
Slc25a4	0.010481598	0.247218524	0.949	1	1
Zfp36	0.010511829	-0.255707138	0.329	0.578	1
Cd9	0.010783359	-0.399423695	0.606	0.831	1
Pmp2	0.010968063	0.004227022	0.347	0.518	1
Agl	0.011098505	-0.104030387	0.324	0.217	1
Id4	0.011146633	-0.306119514	0.366	0.542	1
Casp3	0.011325886	-0.035600346	0.435	0.566	1
Adora1	0.011329299	-0.009881279	0.352	0.217	1
Exosc3	0.011329886	-0.096384476	0.463	0.325	1
Hspa5	0.011379631	-0.158266374	0.657	0.795	1
Nfkbie	0.011781176	-0.025671458	0.583	0.627	1
Ets1	0.011995893	-0.03843524	0.389	0.229	1
Hoxc9	0.012030773	0.137873499	0.356	0.241	1
Il15ra	0.012143562	0.000910829	0.519	0.373	1
Xk	0.012345278	0.028251134	0.389	0.325	1
Dhx57	0.01244599	0.173958271	0.319	0.434	1
Shisal1	0.012643916	-0.162413376	0.431	0.349	1
Spock2	0.012678301	0.212518013	0.25	0.108	1
Mmrn2	0.012853244	-0.019691698	0.417	0.205	1
RGD1564664	0.01302749	-0.384005242	0.352	0.566	1
Lmna	0.013278972	-0.139880772	0.486	0.639	1
LOC691995	0.013320033	0.033245888	0.5	0.759	1
Cd74	0.014088251	-0.075092008	0.25	0.036	1
Rgcc	0.014399456	0.084578177	0.407	0.506	1
Hoxd10	0.01456815	-0.002063668	0.306	0.12	1
Ngfr	0.014827859	0.091488449	0.477	0.699	1
Xrn2	0.014951783	-0.027916251	0.384	0.289	1
Chrne	0.015337757	0.104338102	0.519	0.398	1
Cxcl9	0.015570552	-0.013431457	0.426	0.506	1
Npc2	0.015775083	-0.120728562	0.5	0.687	1
Afg3l1	0.015776836	0.002840722	0.472	0.578	1
Rgs16	0.016009165	0.022616872	0.468	0.217	1
Ypel1	0.016013321	-0.096776315	0.296	0.157	1
Sacs	0.016095728	-0.102005504	0.352	0.47	1
Pianp	0.016112247	0.027832367	0.269	0.422	1
LOC102552182	0.016151735	0.00767287	0.315	0.229	1
Oasl2	0.016231384	-0.024185877	0.468	0.602	1
Ctps1	0.016253897	-0.03803271	0.292	0.193	1
Trim21	0.016299588	-0.014496231	0.333	0.229	1
Yars2	0.016559347	0.002442828	0.394	0.217	1
Glul	0.016745245	0.048944956	0.259	0.41	1
Lime1	0.016845713	-0.000486707	0.264	0.036	1
Fibin	0.016885115	-0.454661402	0.384	0.554	1
Flt1	0.017163543	0.00139799	0.269	0.06	1
Ddah1	0.017670684	-0.019834341	0.273	0.446	1
Dtwd1	0.018398496	0.183711778	0.495	0.422	1
Dip2c	0.018865636	-0.102382151	0.292	0.193	1
Nr4a2	0.018911984	0.0021106	0.31	0.157	1
Ugt8	0.019191363	-0.000316813	0.366	0.108	1
Gfra3	0.019193176	-0.176369024	0.546	0.735	1
Crabp1	0.019238287	1.032892028	0.796	0.627	1
Cd274	0.01938357	-0.278133402	0.306	0.506	1
Bex2	0.019575032	-0.181816041	0.727	0.855	1
Palmd	0.019600245	0.432687457	0.449	0.627	1
Gria4	0.019844662	0.041019024	0.463	0.506	1
Creg1	0.019965337	-0.074606661	0.491	0.663	1
Slc9a3r2	0.019986467	0.135686118	0.407	0.325	1
Zfp105	0.020060915	-0.14104762	0.481	0.422	1
Cyb5r1	0.020092483	-0.199347822	0.583	0.807	1
Cav1	0.020268897	-0.043134353	0.213	0.265	1
Rgl1	0.020418945	0.011612194	0.472	0.277	1
Hspe1	0.020742838	0.204065624	0.486	0.735	1
Bpgm	0.020879639	0.158827289	0.301	0.482	1
Gstm1	0.021078536	0.163466018	0.449	0.711	1
Rgs4	0.021178005	-0.162332829	0.657	0.843	1
Ndn	0.021278392	-0.041781386	0.634	0.855	1
Man2a1	0.02158617	-0.039642262	0.546	0.494	1
Susd2	0.021628444	-0.115086654	0.532	0.747	1
Dek	0.021650523	-0.032898442	0.296	0.241	1
Vcam1	0.021776808	-0.008113644	0.472	0.446	1
Kcna2	0.022098964	-0.020107591	0.324	0.229	1
C1qb	0.022463286	0.010591369	0.495	0.253	1
Col5a3	0.022880088	-0.269732099	0.361	0.578	1
Tmem45b	0.023191876	-0.124809067	0.421	0.349	1
Filip1	0.023556162	-0.639768483	0.287	0.253	1
Ccnd1	0.023742061	0.062931605	0.25	0.024	1
Gpcpd1	0.023909661	-0.12630312	0.282	0.169	1
Abca8	0.024260247	0.00137409	0.491	0.265	1
Rprd1a	0.024391236	0.051981581	0.352	0.289	1
Aif1l	0.02460351	-0.095987424	0.356	0.157	1
Nefm	0.025136165	0.289477874	0.921	0.988	1
Crtac1	0.025224446	-0.02813003	0.347	0.506	1
Pik3r4	0.025260284	-0.087443629	0.477	0.518	1
Tbc1d1	0.025317365	0.009218515	0.491	0.53	1
Abcg3l3	0.025578783	-0.129181961	0.509	0.578	1
Pxdc1	0.025615955	0.006035829	0.25	0.036	1
Sbsn	0.025956714	0.162746501	0.329	0.386	1
Arid5a	0.026021205	-0.012198784	0.468	0.241	1
Gas7	0.026234378	0.050506463	0.444	0.361	1
Ywhah	0.02647254	-0.22962463	0.796	0.964	1
Hist1h2an	0.026543862	-0.03498499	0.329	0.217	1
Slc18a2	0.026615927	0.080905762	0.366	0.241	1
Cd320	0.026761857	-0.151153957	0.468	0.446	1
Nedd9	0.026763055	0.130834941	0.412	0.325	1
Hsbp1l1	0.027024685	0.105335136	0.481	0.398	1
Gabrg1	0.027186368	-0.13430498	0.481	0.446	1
Tsc22d1	0.028022265	-0.162223624	0.333	0.506	1
Neurl4	0.028154803	-0.009346733	0.356	0.47	1
Adgrg2	0.028719628	-0.081377465	0.44	0.217	1
Mitd1	0.029033096	-0.041460058	0.375	0.518	1
Cebpb	0.029163534	-0.071975795	0.435	0.313	1
Ifrd1	0.029258752	-0.172502684	0.472	0.398	1
Myh11	0.029579332	0.074189391	0.361	0.145	1
Ada	0.02996489	-0.198856439	0.287	0.169	1
Pygl	0.030605923	0.000249735	0.477	0.41	1
Mdh1	0.030722655	-0.2387146	0.56	0.675	1
Ppp1r14c	0.031050338	-0.02449657	0.454	0.289	1
Hoxb5	0.031258186	0.01860968	0.301	0.398	1
Nme5	0.031262162	-0.014447583	0.454	0.325	1
Dcxr	0.031681845	-0.080565759	0.509	0.446	1
Map3k2	0.032104762	0.074872902	0.491	0.434	1
Mgll	0.032347564	-0.135124064	0.324	0.289	1
S100b	0.032928793	-0.142895994	0.519	0.711	1
Tfpi	0.032940895	-0.152714856	0.273	0.47	1
Slco1a4	0.033137647	0.049652536	0.407	0.482	1
Lonrf2	0.033366217	-0.139435411	0.37	0.482	1
Ifitm2	0.033446761	0.061068232	0.523	0.699	1
Actr5	0.0338321	-0.029741233	0.394	0.169	1
Klf6	0.034427456	-0.141550005	0.426	0.687	1
Mxi1	0.034588051	0.185971354	0.384	0.446	1
Fiz1	0.034623205	-0.00247258	0.347	0.41	1
Sectm1b	0.035001447	-0.098476181	0.352	0.157	1
Trim59	0.035404975	-0.045870842	0.269	0.108	1
Gpr22	0.036404359	-0.070388558	0.37	0.301	1
Nkain4	0.036448225	0.085967412	0.398	0.157	1
ENSRNOG00000032605	0.036541643	0.417927993	0.602	0.614	1
Scn1b	0.036680052	0.257610431	0.343	0.494	1
S100a4	0.036683542	-0.041895432	0.537	0.494	1
Faim2	0.036863914	-0.125512597	0.579	0.723	1
S100a8	0.037085952	0.003794328	0.495	0.59	1
Plekha8	0.037087459	-0.059040861	0.477	0.373	1
Epha5	0.037143374	-0.474880247	0.574	0.458	1
Zcchc11	0.037265564	-0.219177338	0.477	0.458	1
Tf	0.037374644	-0.038531395	0.278	0.41	1
Txnrd1	0.037554829	-0.373506131	0.398	0.554	1
Eif2ak2	0.037647234	-0.004702369	0.25	0.181	1
Unc13c	0.038071768	-0.14681003	0.273	0.193	1
Arhgdib	0.038798773	0.115190475	0.458	0.325	1
Polr3f	0.038798891	0.01410521	0.366	0.47	1
Galnt3	0.039105576	-0.044707923	0.361	0.41	1
LOC102548682	0.03943333	0.046588501	0.347	0.205	1
Noct	0.039903445	-0.067387668	0.491	0.277	1
Dhfr	0.040291109	-0.152138363	0.329	0.241	1
Shprh	0.040619345	0.139759742	0.273	0.229	1
Ahsp	0.041167611	-0.097878138	0.255	0.205	1
Coq10b	0.041401513	-0.016959373	0.213	0.337	1
Mns1	0.041478829	-0.100862094	0.495	0.398	1
Clic3	0.042003758	0.462831632	0.389	0.349	1
Hba-a2	0.042562554	-0.084493095	0.431	0.361	1
Pde2a	0.042790575	0.026767097	0.542	0.434	1
Gpx3	0.042837782	-0.167849044	0.588	0.53	1
Gpr137	0.043421406	0.189011586	0.333	0.241	1
RGD1563056	0.04343325	-0.064605216	0.259	0.048	1
LOC108351137	0.044077659	0.368529257	0.884	1	1
Tfpi2	0.044160187	0.051441677	0.38	0.253	1
Trappc3l	0.044467306	0.102779717	0.278	0.181	1
Lrrtm2	0.044629848	-0.026986643	0.25	0.181	1
Gsta4	0.045031267	-0.181457178	0.167	0.301	1
Hmgn3	0.04552393	-0.18793731	0.31	0.446	1
Svil	0.045625451	0.027944193	0.306	0.217	1
Timp4	0.045634817	-0.024430861	0.449	0.313	1
Bdnf	0.045917009	-0.482804053	0.62	0.783	1
Negr1	0.047696075	-0.114123235	0.546	0.627	1
Slain1	0.047761452	-0.01633476	0.394	0.337	1
Scn9a	0.047768847	-0.207641079	0.62	0.735	1
Brwd3	0.0477982	0.068313729	0.259	0.012	1
Arl4a	0.047884271	-0.575103591	0.583	0.699	1
Cdkn1a	0.047972457	0.021902806	0.421	0.542	1
Ifi27	0.048727644	0.380631702	0.958	1	1
Ubc	0.049171222	-0.155005471	0.606	0.783	1
LOC102556347	0.049212694	-0.058558724	0.509	0.699	1
Syt2	0.049372318	-0.119962238	0.31	0.241	1
Dbi	0.049383743	-0.073245245	0.523	0.699	1
Plcl2	0.049757899	-0.047533153	0.361	0.289	1
Fxyd5	0.049773072	0.011528225	0.528	0.602	1
Nrsn1	0.050150649	0.00156404	0.523	0.422	1
Dusp1	0.050644515	0.031207637	0.255	0.169	1
LOC103690028	0.0511886	-0.042860379	0.296	0.386	1
Rps6kc1	0.051352949	0.027483233	0.477	0.627	1
Hmmr	0.052227231	0.141268948	0.398	0.325	1
Atad2	0.052274985	0.025986704	0.481	0.578	1
Plxnc1	0.052320364	0.022805552	0.329	0.277	1
Marcks	0.052352633	-0.135098458	0.44	0.59	1
Ahnak	0.052424336	-0.247077844	0.523	0.675	1
Cdh19	0.052440987	0.059106262	0.366	0.133	1
Whrn	0.053248027	0.256692321	0.324	0.422	1
Phgdh	0.055165613	-0.132116317	0.375	0.446	1
Idh2	0.055438938	0.081098984	0.463	0.349	1
Ccl27	0.056013841	-0.089575445	0.315	0.229	1
Dad1	0.056845125	0.001388918	0.644	0.807	1
Oxsm	0.056919605	-0.096521187	0.319	0.241	1
Prmt9	0.057392656	0.007341264	0.273	0.12	1
B3gat2	0.057796851	0.025046126	0.472	0.663	1
Lrrfip1	0.05831075	-0.037917552	0.431	0.566	1
Col28a1	0.058762293	0.04093344	0.463	0.325	1
Galns	0.059080668	-0.134186399	0.551	0.59	1
Fyb1	0.059149807	-0.024572224	0.444	0.398	1
Cdkl1	0.059267117	-0.285234781	0.269	0.193	1
LOC108348108	0.060084033	0.151962822	0.282	0.422	1
Celsr2	0.060416194	-0.046122486	0.338	0.373	1
Sncaip	0.061641288	-0.085768831	0.537	0.422	1
Rtp4	0.061711569	0.304359614	0.519	0.41	1
Tnfrsf12a	0.061771184	0.073804128	0.444	0.554	1
Scn3b	0.062209651	-0.126558294	0.407	0.361	1
Cd48	0.063175038	-0.038190371	0.495	0.627	1
Sod2	0.063602345	-0.097456518	0.458	0.651	1
RGD1566099	0.064027224	-0.086972066	0.264	0.181	1
Epb41l2	0.064299411	0.068821874	0.296	0.229	1
Limd2	0.064609928	-0.021710976	0.426	0.349	1
Scg5	0.064796812	-0.165540226	0.481	0.639	1
Rhob	0.065745808	-0.031382051	0.269	0.41	1
Irgm	0.066611397	0.038029879	0.282	0.169	1
Tesk2	0.066850856	0.007263115	0.403	0.193	1
Ccdc141	0.066964403	-0.056243346	0.218	0.277	1
Cacna2d1	0.067568878	-0.305890703	0.625	0.675	1
Map2	0.068006218	-0.259127607	0.407	0.566	1
Anxa1	0.068651857	0.234419633	0.296	0.241	1
Atf6	0.070025546	-0.034025278	0.301	0.398	1
Clu	0.070350855	0.358947683	0.954	0.988	1
AABR07060487.1	0.070384209	-0.197253049	0.486	0.47	1
Adcy3	0.070976992	0.051695473	0.269	0.398	1
Crem	0.071288936	-0.043743229	0.255	0.373	1
Rbfox3	0.071354513	-0.080466391	0.361	0.542	1
Vwa1	0.071386344	-0.058551176	0.37	0.373	1
Chac1	0.071621223	-0.072133743	0.421	0.325	1
Serpine1	0.071735772	-0.047791351	0.31	0.108	1
Epc1	0.072630595	0.272134403	0.315	0.217	1
Tmem62	0.073653409	0.187822997	0.468	0.386	1
Jund	0.074804284	-0.223623533	0.389	0.542	1
Sgo1	0.074812746	0.00295762	0.463	0.289	1
Gpatch4	0.075014366	-0.100345894	0.412	0.398	1
Fam13c	0.075399533	-0.00208295	0.431	0.337	1
Hist1h1e	0.075487663	0.352342322	0.347	0.446	1
Mrgprx3	0.075565232	-0.243602703	0.37	0.277	1
Camk2a	0.075768209	-0.306740942	0.523	0.446	1
Calml4	0.076543413	0.311465787	0.333	0.277	1
Prpf40b	0.077493535	-0.198415733	0.532	0.458	1
Tyk2	0.078262908	-0.000861108	0.264	0.072	1
C1qtnf1	0.079160021	0.105873121	0.412	0.373	1
Stat3	0.079180981	-0.03292604	0.579	0.735	1
Cpne8	0.080190999	-0.253192976	0.347	0.313	1
Dusp26	0.08033921	-0.100928025	0.606	0.723	1
Nos3	0.08105835	0.014544613	0.282	0.084	1
Cd84	0.08108058	0.060018476	0.449	0.53	1
Cryab	0.08213413	0.088231566	0.306	0.193	1
Cplx2	0.083026578	0.001361009	0.491	0.602	1
Stmn1	0.083119412	-0.068177615	0.745	0.867	1
Cdca8	0.083238313	0.16589471	0.37	0.265	1
Cplx1	0.083297842	-0.144488355	0.352	0.277	1
Tfr2	0.08356907	-0.00268052	0.292	0.084	1
Kctd14	0.085425094	-0.0926974	0.431	0.482	1
Mtmr2	0.085756118	-0.082828001	0.389	0.325	1
Sat1	0.086103561	-0.153139239	0.296	0.253	1
Sdc4	0.086142186	0.248282009	0.444	0.41	1
Esco2	0.086789614	-0.013774692	0.333	0.301	1
Cep57l1	0.086844524	0.246110221	0.37	0.446	1
Hspa12a	0.086876205	-0.158922027	0.528	0.699	1
Ppp2r2c	0.088485555	-0.026023487	0.319	0.229	1
Atp1a2	0.089043702	-0.056632273	0.519	0.554	1
Rbbp6	0.090340519	-0.387502946	0.343	0.47	1
Cald1	0.090493656	0.144845366	0.491	0.482	1
Abcg2	0.090777539	0.028468202	0.347	0.108	1
Rnf168	0.091229729	0.025772541	0.366	0.518	1
Ahdc1	0.094179302	-0.041153685	0.444	0.386	1
Micu3	0.096026685	0.087110576	0.472	0.386	1
Ttc30b	0.096785146	-0.144128961	0.468	0.53	1
Sec14l1	0.096851211	-0.024362872	0.403	0.349	1
Chrna3	0.097165396	0.063966627	0.31	0.229	1
Oas1b	0.097511911	-0.086189887	0.319	0.157	1
Ina	0.097592582	-0.011603173	0.565	0.542	1
Ezr	0.09790114	0.053172609	0.282	0.253	1
Hebp2	0.098050258	0.090206248	0.481	0.422	1
Dync1i1	0.09844536	-0.187250389	0.426	0.578	1
Dclre1a	0.099192689	-0.131568503	0.273	0.422	1
Fam83h	0.099746993	0.000409947	0.259	0.06	1
Dbf4	0.100185973	-0.023434141	0.384	0.205	1
Chrm2	0.100534459	0.145291632	0.366	0.349	1
Fxyd6	0.102351065	-0.064280153	0.319	0.096	1
Jag1	0.103253247	0.061691956	0.37	0.289	1
Sema4f	0.103502165	-0.042069156	0.458	0.542	1
Ntrk2	0.104230316	0.196867578	0.398	0.325	1
Fbrsl1	0.105951144	-0.004540841	0.435	0.386	1
Gsdma	0.106127078	-0.115402109	0.602	0.614	1
Tmem233	0.106320191	-0.092096238	0.278	0.253	1
Elovl2	0.10703964	0.128440824	0.458	0.458	1
Nap1l5	0.107229838	0.187135609	0.676	0.831	1
Bcam	0.107858956	-0.064642961	0.347	0.301	1
Aak1	0.108043559	0.179753081	0.384	0.325	1
Kcnip1	0.108716279	-0.111033414	0.347	0.434	1
Ttll7	0.110032604	0.240100205	0.676	0.867	1
Akap1	0.110655294	0.013197362	0.398	0.518	1
Cited2	0.110970695	-0.225689138	0.352	0.265	1
Kit	0.111021	-0.106218944	0.495	0.446	1
Cdc42ep5	0.111096561	0.003419012	0.519	0.59	1
Bcl11a	0.111443866	0.113695968	0.519	0.482	1
Isl1	0.111654114	0.286563106	0.269	0.217	1
Uap1l1	0.112489521	0.499601596	0.449	0.325	1
Taf4b	0.112822461	0.022807601	0.398	0.554	1
Stk32a	0.113539549	0.234340329	0.505	0.349	1
Tm4sf1	0.113707634	0.057346499	0.315	0.434	1
Nuak1	0.113899388	-0.006146405	0.287	0.325	1
Tmod2	0.113911966	0.018971607	0.38	0.554	1
Smarca5	0.114070824	0.230997185	0.532	0.723	1
Col4a1	0.11449476	0.036684129	0.444	0.494	1
Tom1l1	0.115377585	-0.04515783	0.426	0.554	1
Idi1	0.115745579	0.0636922	0.551	0.711	1
Fbln2	0.117486747	-0.048930132	0.343	0.108	1
Bnip2	0.11859824	-0.025735789	0.463	0.602	1
Btbd3	0.119100927	-0.110941305	0.435	0.602	1
Rhoc	0.11917966	0.167472367	0.292	0.289	1
Atp1a1	0.120028989	0.081438749	0.676	0.904	1
Camk2b	0.120175423	-0.261373679	0.463	0.614	1
Mdk	0.121251143	-0.039877041	0.407	0.566	1
Zfp260	0.121610161	0.001353704	0.417	0.205	1
Rft1	0.122575581	0.040556829	0.44	0.265	1
Tob1	0.122782989	-0.100516106	0.269	0.229	1
Tjp1	0.123560881	0.020509695	0.389	0.373	1
Ankrd33b	0.124225766	-0.112137773	0.199	0.301	1
AABR07036331.2	0.124741421	-0.014120606	0.593	0.614	1
Cttnbp2nl	0.125402635	-0.139654656	0.523	0.422	1
Scg3	0.1257292	0.038719162	0.667	0.867	1
Id1	0.126493862	0.081914581	0.273	0.205	1
Grik5	0.127029808	0.132033085	0.556	0.59	1
Olfm1	0.127496118	0.22133002	0.583	0.723	1
Drgx	0.127579468	-0.283823884	0.519	0.627	1
Gja4	0.127637734	-0.014469212	0.315	0.096	1
Sqle	0.12789518	0.167218041	0.639	0.783	1
Ddit3	0.128153852	0.309421608	0.468	0.446	1
Tst	0.128512849	0.029104573	0.491	0.554	1
Ppfibp2	0.129543108	0.074503286	0.273	0.217	1
Slc39a8	0.131630214	-0.001588255	0.296	0.277	1
Zrsr1	0.131641728	-0.191071679	0.375	0.506	1
Icam1	0.131820545	0.00940065	0.37	0.386	1
RF00001	0.133035195	0.044031733	0.421	0.506	1
Ccdc138	0.133672832	-0.003303041	0.486	0.325	1
Tmem59l	0.134366675	-0.04908901	0.458	0.59	1
Tmem63c	0.134397686	0.150386084	0.551	0.566	1
Ackr3	0.134653499	0.01082463	0.338	0.169	1
Calcb	0.135398777	0.250284072	0.917	0.988	1
Itm2b	0.135438683	0.07393453	0.806	0.94	1
Lcp1	0.136373978	0.093567326	0.417	0.373	1
Pdpn	0.136812469	0.109972142	0.472	0.578	1
Ecel1	0.13725787	-0.176166646	0.477	0.47	1
Ramp3	0.137272831	-0.141876754	0.486	0.422	1
Socs2	0.137452871	-0.120207879	0.25	0.229	1
Cyp2d4	0.137644959	0.232528788	0.495	0.482	1
Rnd1	0.137913636	-0.044420782	0.532	0.506	1
ENSRNOG00000055947	0.142447468	-0.044589352	0.417	0.458	1
Ap1g2	0.142657621	0.000801693	0.273	0.06	1
Kifap3	0.143555556	0.121529461	0.731	0.88	1
Gng2	0.143877412	0.006530646	0.593	0.663	1
Dner	0.145150958	-0.019631549	0.352	0.53	1
Cib2	0.145488141	0.147619466	0.588	0.723	1
Npy5r	0.146415524	-0.171718719	0.542	0.518	1
Calca	0.147159403	0.134098237	1	1	1
Tubb2b	0.148221022	0.02874562	0.611	0.783	1
Tdh	0.150978537	-0.186928383	0.37	0.313	1
Map1b	0.151098457	0.201220985	0.907	0.976	1
Klhdc8b	0.151360743	-0.114547939	0.556	0.639	1
Snorc	0.153883469	0.4728346	0.407	0.53	1
Akap2	0.159306218	-0.082122376	0.495	0.47	1
Wls	0.161245344	0.050001956	0.44	0.566	1
Nefh	0.161486455	0.199213383	0.505	0.482	1
Adcyap1	0.161489669	0.21082762	0.764	0.867	1
Slfn4	0.161688649	-0.004882547	0.468	0.277	1
Susd6	0.162010816	-0.043393842	0.519	0.458	1
AABR07047872.1	0.162199427	0.011925863	0.38	0.337	1
Zfp287	0.163189031	-0.004556485	0.352	0.434	1
Pmepa1	0.163579786	-0.022497172	0.565	0.663	1
ENSRNOG00000047321	0.165750074	0.082249779	0.519	0.554	1
Sostdc1	0.166599747	0.038902283	0.44	0.265	1
AABR07016934.1	0.166720347	-0.103944941	0.583	0.639	1
Btc	0.167320545	-0.006528573	0.264	0.229	1
Elavl4	0.167614734	-0.021495881	0.569	0.699	1
Aqp1	0.169690939	0.21073941	0.477	0.542	1
Ncoa7	0.170132306	-0.143214246	0.63	0.747	1
Calb1	0.170470982	-0.139177568	0.556	0.458	1
Insig1	0.17108489	0.112382272	0.343	0.482	1
Serpinb1a	0.171401699	0.139001515	0.611	0.494	1
Kcnv1	0.173535806	-0.027185614	0.199	0.289	1
Rtn2	0.173920112	0.145368755	0.329	0.265	1
Fxyd2	0.174883775	0.14021537	0.782	0.952	1
Ptpn13	0.175006808	-0.00915808	0.509	0.446	1
Slit3	0.175115597	-0.000874818	0.384	0.446	1
Adk	0.176160073	0.077221932	0.361	0.337	1
Smc4	0.176346826	-0.257310888	0.37	0.301	1
LOC103694872	0.179185417	0.409505202	0.616	0.831	1
Zeb2	0.18064527	-0.353723618	0.519	0.53	1
Ebf1	0.182266987	0.020058831	0.644	0.711	1
Tfeb	0.182713653	0.002159949	0.431	0.373	1
Mmd2	0.184444421	0.078958568	0.542	0.639	1
Tubb2a	0.184914003	0.041780633	0.759	0.892	1
Zbtb47	0.185016785	0.02866366	0.528	0.434	1
Zwint	0.187772609	0.038440132	0.653	0.855	1
Hmgcs1	0.189552341	-0.091763263	0.454	0.614	1
Ube2d1	0.190070736	0.007762596	0.542	0.675	1
RGD1312005	0.1904308	-0.445235839	0.449	0.41	1
Bcat1	0.19228434	-0.065534816	0.523	0.675	1
Slc3a2	0.193542345	-0.283717874	0.412	0.398	1
Hnrnpa2b1	0.194350862	0.06053605	0.685	0.855	1
Tlcd1	0.198399439	0.048871877	0.458	0.639	1
Crip1	0.198453948	-0.420363513	0.657	0.735	1
